Id	Entry	Name
1408638	G00818	null
1408639	G00819	Gongganoside D
1408641	G00821	null
1408642	G00822	Albizzioside;Darendoside A;Inerminoside A1;Isoliquiritin apioside
1408647	G00823	null
1408648	G00824	null
1408649	G00825	Sialyllact-N-tetraose;Sialyl Lewis c antigen
1408651	G00826	Thevetioside H
1408653	G00827	Ampeloside Bf3
1408655	G00828	null
1408656	G00829	null
1408657	G00831	Aescin;Desacylescin-I;escin-Ia;escin-Ib
1408661	G00832	null
1408662	G00833	a-Kojitriosyldiglyceride;Kojitriose
1408665	G00834	null
1408666	G00835	Melibiose
1408667	G00837	PA4
1408669	G00839	null
1408670	G00841	null
1408671	G00842	null
1408672	G00843	Isomaltotriose;Dextran;Isomaltotri-itol;Isomaltosaccharide
1408673	G00844	Patrina-glycoside
1408676	G00850	Sda antigen - related compound
1408678	G00852	null
